month,total_sales,total_profit,order_count,avg_unit_price,avg_discount,total_quantity,month_num,quarter,year,time_idx,lag_1,lag_2,lag_3,lag_6,lag_12,roll_mean_3,roll_std_3,roll_mean_6,roll_std_6,roll_mean_12,roll_std_12,roll_max_3,roll_max_6,cat_Clothing & Accessories,cat_Furniture,cat_Office Supplies,cat_Technology,reg_Asia Pacific,reg_Europe,reg_Middle East & Africa,reg_North America,reg_South America
2025-07-01,732.12,240.58,6.0,58.60833333333334,10.833333333333334,16.0,7,3,2025,30,96.82,147.53,1643.43,53.14,123.84,629.2599999999999,878.6628862652614,404.4483333333333,622.396674265429,395.6541666666667,437.92553739105284,1643.43,1643.43,True,False,False,False,True,False,False,False,False
2025-08-01,126.22,44.14,1.0,35.06,10.0,4.0,8,3,2025,31,732.12,96.82,147.53,423.92,324.59000000000003,325.48999999999995,353.0635122750578,517.6116666666667,607.2896568661996,446.3441666666667,438.8061429390666,732.12,1643.43,True,False,False,False,True,False,False,False,False
2025-09-01,123.14,31.950000000000003,2.0,61.585,15.0,3.0,9,3,2025,32,126.22,732.12,96.82,61.85,389.6,318.3866666666666,358.6049962470311,467.99499999999995,628.2741540681105,429.8133333333333,447.46105218693884,732.12,1643.43,True,False,False,False,True,False,False,False,False
2025-10-01,426.56,159.65000000000003,3.0,35.663333333333334,5.0,12.0,10,4,2025,33,123.14,126.22,732.12,1643.43,447.44,327.1599999999999,350.70902868332297,478.21000000000004,620.803865323018,407.60833333333335,456.16484284906824,732.12,1643.43,True,False,False,False,True,False,False,False,False
2025-11-01,1062.21,473.89,3.0,81.93,5.0,11.0,11,4,2025,34,426.56,123.14,126.22,147.53,692.06,225.30666666666662,174.29730271387814,275.39833333333337,254.99875971593795,405.86833333333334,456.03890136764215,426.56,732.12,True,False,False,False,True,False,False,False,False
2025-12-01,778.83,295.37,3.0,47.59666666666666,6.666666666666667,19.0,12,4,2025,35,1062.21,426.56,123.14,96.82,343.63,537.3033333333333,479.2297785335685,427.845,397.0904703842689,436.7141666666667,488.5179259102025,1062.21,1062.21,True,False,False,False,True,False,False,False,False
2024-01-01,340.49,108.97,3.0,49.15333333333333,10.0,8.0,1,1,2024,12,110.59,14.93,963.32,592.16,26.5,362.94666666666666,522.1339037386228,418.2049999999999,374.69194743148665,335.87583333333333,290.1862480125584,963.32,963.32,True,False,False,False,False,True,False,False,False
2024-02-01,652.8,263.5,4.0,50.8025,5.0,14.0,2,1,2024,13,340.49,110.59,14.93,656.26,356.3,155.3366666666666,167.32909649350682,376.26,365.2925562887916,362.0416666666667,273.4261938251289,340.49,963.32,True,False,False,False,False,True,False,False,False
2024-03-01,19.9,-0.53,1.0,24.87,20.0,1.0,3,1,2024,14,652.8,340.49,110.59,171.97,514.15,367.95999999999987,272.1467833725028,375.68333333333334,364.7644814762899,386.75,285.9691876281906,652.8,963.32,True,False,False,False,False,True,False,False,False
2024-04-01,410.69,107.49,4.0,35.57,17.5,14.0,4,2,2024,15,19.9,652.8,340.49,963.32,173.2,337.72999999999985,316.4590268897381,350.33833333333337,386.3920492668899,345.5625,301.14227679786177,652.8,963.32,True,False,False,False,False,True,False,False,False
2024-05-01,572.41,218.69,4.0,55.665,7.5,10.0,5,2,2024,16,410.69,19.9,652.8,14.93,275.25,361.1299999999999,319.34737778788786,258.2333333333333,254.3579731533232,365.3533333333333,296.5538452513023,652.8,652.8,True,False,False,False,False,True,False,False,False
2024-06-01,54.94,8.83,1.0,22.89,20.0,3.0,6,2,2024,17,572.41,410.69,19.9,110.59,175.88,334.3333333333332,284.0591143289251,351.1466666666666,249.4806739342081,390.1166666666666,300.72355092142,572.41,652.8,True,False,False,False,False,True,False,False,False
2024-07-01,817.21,302.52,5.0,51.078,12.0,22.0,7,3,2024,18,54.94,572.41,410.69,340.49,592.16,346.01333333333315,264.72835819634685,341.8716666666666,260.9818994042818,380.03833333333324,310.4261542646095,572.41,652.8,True,False,False,False,False,True,False,False,False
2024-08-01,354.18,114.87,4.0,27.957500000000003,8.75,14.0,8,3,2024,19,817.21,54.94,572.41,652.8,656.26,481.5199999999998,389.17814982344527,421.325,325.1539291320343,398.7925,330.5520464073561,817.21,817.21,True,False,False,False,False,True,False,False,False
2024-09-01,234.22,71.96,3.0,36.66666666666666,8.333333333333334,6.0,9,3,2024,20,354.18,817.21,54.94,19.9,171.97,408.7766666666666,384.05661722372827,371.5549999999999,304.8576212430977,373.6191666666666,320.5120349877204,817.21,817.21,True,False,False,False,False,True,False,False,False
2024-10-01,1557.95,646.53,6.0,53.29166666666666,5.833333333333333,38.0,10,4,2024,21,234.22,354.18,817.21,410.69,963.32,468.5366666666666,307.85941667152775,407.2749999999999,265.4185370127716,378.8066666666667,317.44067873407704,817.21,817.21,True,False,False,False,False,True,False,False,False
2024-11-01,1602.1799999999998,656.6700000000001,6.0,54.54166666666666,8.333333333333334,32.0,11,4,2024,22,1557.95,234.22,354.18,572.41,14.93,715.4499999999998,732.0876231025902,598.485,539.7978710128449,428.3591666666666,439.8049350969201,1557.95,1557.95,True,False,False,False,False,True,False,False,False
2024-12-01,599.81,213.13,4.0,43.425,6.25,18.0,12,4,2024,23,1602.1799999999998,1557.95,234.22,54.94,110.59,1131.4499999999998,777.3386185569323,770.1133333333333,676.2979737265716,560.63,532.9759488859784,1602.1799999999998,1602.1799999999998,True,False,False,False,False,True,False,False,False
2025-01-01,911.18,383.68,2.0,69.66499999999999,7.5,15.0,1,1,2025,24,599.81,1602.1799999999998,1557.95,817.21,340.49,1253.3133333333333,566.3824045936926,860.9250000000001,592.4431655694915,601.3983333333333,513.7873074060074,1602.1799999999998,1602.1799999999998,True,False,False,False,False,True,False,False,False
2025-02-01,485.12,169.5,3.0,41.53,8.333333333333334,14.0,2,1,2025,25,911.18,599.81,1602.1799999999998,354.18,652.8,1037.7233333333331,513.0266227334926,876.5866666666667,592.2984651564333,648.9558333333333,513.8537378292198,1602.1799999999998,1602.1799999999998,True,False,False,False,False,True,False,False,False
2025-03-01,132.02,40.31,2.0,44.74,7.5,3.0,3,1,2025,26,485.12,911.18,599.81,234.22,19.9,665.3699999999998,220.46624707650858,898.41,571.2385206899128,634.9825,516.0150329756083,911.18,1602.1799999999998,True,False,False,False,False,True,False,False,False
2025-04-01,0.0,0.0,0.0,55.31999999999999,0.0,0.0,4,2,2025,27,132.02,485.12,911.18,1557.95,410.69,509.4399999999998,390.1489115709541,881.3766666666666,595.9918970813836,644.3258333333333,504.75771657766353,911.18,1602.1799999999998,True,False,False,False,False,True,False,False,False
2025-05-01,598.63,240.29,4.0,34.7225,2.5,20.0,5,2,2025,28,0.0,132.02,485.12,1602.1799999999998,572.41,205.71333333333317,250.815438387141,621.7183333333334,581.4757707219336,610.1016666666667,535.0529651578826,485.12,1602.1799999999998,True,False,False,False,False,True,False,False,False
2025-06-01,423.14,147.06,4.0,33.067499999999995,10.0,14.0,6,2,2025,29,598.63,0.0,132.02,599.81,54.94,243.54999999999984,314.51339383244135,454.46,335.24505979954455,612.2866666666666,534.9385756978991,598.63,911.18,True,False,False,False,False,True,False,False,False
2025-07-01,1383.95,532.23,8.0,43.0875,7.5,31.0,7,3,2025,30,423.14,598.63,0.0,911.18,817.21,340.58999999999986,307.7342134050101,425.01500000000004,327.59686272917844,642.9699999999999,510.0441717769514,598.63,911.18,True,False,False,False,False,True,False,False,False
2025-08-01,1554.44,597.2,7.0,40.701428571428565,9.285714285714286,40.0,8,3,2025,31,1383.95,423.14,598.63,485.12,354.18,801.9066666666664,511.6444238270689,503.80999999999995,486.3222259366728,690.1983333333333,552.1463266172923,1383.95,1383.95,True,False,False,False,False,True,False,False,False
2025-09-01,429.03,147.23000000000002,3.0,57.57,15.0,10.0,9,3,2025,32,1554.44,1383.95,423.14,132.02,234.22,1120.51,609.9265510698806,682.03,647.3710539713682,790.2199999999999,592.9490671366148,1554.44,1554.44,True,False,False,False,False,True,False,False,False
2025-10-01,599.0699999999999,231.39,3.0,60.49333333333334,10.0,10.0,10,4,2025,33,429.03,1554.44,1383.95,0.0,1557.95,1122.4733333333331,606.5595209320622,731.5316666666666,606.9994921716712,806.4541666666665,578.8416486626676,1554.44,1554.44,True,False,False,False,False,True,False,False,False
2025-11-01,0.0,0.0,0.0,55.31999999999999,0.0,0.0,11,4,2025,34,599.0699999999999,429.03,1554.44,598.63,1602.1799999999998,860.8466666666665,606.6565621777557,831.3766666666667,502.958305853146,726.5475,529.7748661652934,1554.44,1554.44,True,False,False,False,False,True,False,False,False
2025-12-01,1375.01,537.46,5.0,42.932,7.0,31.0,12,4,2025,35,0.0,599.0699999999999,429.03,423.14,599.81,342.6999999999998,308.7245825975,731.6049999999999,606.9802509719736,593.0324999999999,489.387319097238,599.0699999999999,1554.44,True,False,False,False,False,True,False,False,False
2024-01-01,0.0,0.0,0.0,55.31999999999999,0.0,0.0,1,1,2024,12,474.71,0.0,382.78,0.0,185.18,285.83,251.76749770373448,241.42333333333332,272.5798450851909,237.13166666666666,236.37954464006066,474.71,591.05,True,False,False,False,False,False,True,False,False
2024-02-01,435.84,199.01,1.0,108.96,0.0,4.0,2,1,2024,13,0.0,474.71,0.0,591.05,582.24,158.23666666666665,274.0739462870072,241.42333333333332,272.5798450851909,221.70000000000002,245.93106868684674,474.71,591.05,True,False,False,False,False,False,True,False,False
2024-03-01,0.0,0.0,0.0,55.31999999999999,0.0,0.0,3,1,2024,14,435.84,0.0,474.71,0.0,394.05,303.51666666666665,263.5706630741238,215.55499999999998,237.92556396906997,209.5,229.50218141169654,474.71,474.71,True,False,False,False,False,False,True,False,False
2024-04-01,629.96,274.69,1.0,82.89,5.0,8.0,4,2,2024,15,0.0,435.84,0.0,382.78,40.72,145.28,251.63234132360643,215.55499999999998,237.92556396906997,176.6625,228.88577830735494,435.84,474.71,True,False,False,False,False,False,True,False,False
2024-05-01,0.0,0.0,0.0,55.31999999999999,0.0,0.0,5,2,2024,16,629.96,0.0,435.84,0.0,0.0,355.26666666666665,322.616563327634,256.75166666666667,288.6614561327277,225.76583333333335,258.3761012540487,629.96,629.96,True,False,False,False,False,False,True,False,False
2024-06-01,64.87,16.79,1.0,34.14,5.0,2.0,6,2,2024,17,0.0,629.96,0.0,474.71,194.85,209.98666666666668,363.7075755786966,256.75166666666667,288.6614561327277,225.76583333333335,258.3761012540487,629.96,629.96,True,False,False,False,False,False,True,False,False
2024-07-01,20.12,-5.67,1.0,25.15,20.0,1.0,7,3,2024,18,64.87,0.0,629.96,0.0,0.0,231.61,346.5026278399631,188.44500000000002,274.93457983673136,214.93416666666667,262.4818759269895,629.96,629.96,True,False,False,False,False,False,True,False,False
2024-08-01,0.0,0.0,0.0,55.31999999999999,0.0,0.0,8,3,2024,19,20.12,64.87,0.0,435.84,591.05,28.330000000000002,33.20515472031401,191.79833333333332,272.2864060078407,216.61083333333332,261.0444434629452,64.87,629.96,True,False,False,False,False,False,True,False,False
2024-09-01,375.0,100.68,1.0,62.5,25.0,8.0,9,3,2024,20,0.0,20.12,64.87,0.0,0.0,28.330000000000002,33.20515472031401,119.15833333333335,251.50359141902263,167.35666666666665,238.78291861907215,64.87,629.96,True,False,False,False,False,False,True,False,False
2024-10-01,948.45,387.38,3.0,90.0,11.666666666666666,15.0,10,4,2024,21,375.0,0.0,20.12,629.96,382.78,131.70666666666668,210.93823298144247,181.65833333333333,262.3314820921551,198.60666666666665,239.42712963668217,375.0,629.96,True,False,False,False,False,False,True,False,False
2024-11-01,0.0,0.0,0.0,55.31999999999999,0.0,0.0,11,4,2024,22,948.45,375.0,0.0,0.0,0.0,441.15000000000003,477.6727096035526,234.74,377.93600733457515,245.74583333333337,320.8311436214138,948.45,948.45,True,False,False,False,False,False,True,False,False
2024-12-01,220.36,92.77,1.0,55.09,0.0,4.0,12,4,2024,23,0.0,948.45,375.0,64.87,474.71,441.15000000000003,477.6727096035526,234.74,377.93600733457515,245.74583333333337,320.8311436214138,948.45,948.45,True,False,False,False,False,False,True,False,False
2025-01-01,0.0,0.0,0.0,55.31999999999999,0.0,0.0,1,1,2025,24,220.36,0.0,948.45,20.12,0.0,389.6033333333333,496.3585700210416,260.65500000000003,369.1881830042777,224.55000000000004,312.62634400132754,948.45,948.45,True,False,False,False,False,False,True,False,False
2025-02-01,0.0,0.0,0.0,55.31999999999999,0.0,0.0,2,1,2025,25,0.0,220.36,0.0,0.0,435.84,73.45333333333333,127.22490531862574,257.3016666666667,371.8913943837188,224.55000000000004,312.62634400132754,220.36,948.45,True,False,False,False,False,False,True,False,False
2025-03-01,0.0,0.0,0.0,55.31999999999999,0.0,0.0,3,1,2025,26,0.0,0.0,220.36,375.0,0.0,73.45333333333333,127.22490531862574,257.3016666666667,371.8913943837188,188.23000000000002,311.1616169072973,220.36,948.45,True,False,False,False,False,False,True,False,False
2025-04-01,329.91,131.63,1.0,31.57,5.0,11.0,4,2,2025,27,0.0,0.0,0.0,948.45,629.96,0.0,0.0,194.80166666666665,379.58656353546905,188.23000000000002,311.1616169072973,0.0,948.45,True,False,False,False,False,False,True,False,False
2025-05-01,56.7,11.72,1.0,14.92,5.0,4.0,5,2,2025,28,329.91,0.0,0.0,0.0,0.0,109.97000000000001,190.47362730834945,91.71166666666666,146.24155283867384,163.22583333333333,283.24136823751684,329.91,329.91,True,False,False,False,False,False,True,False,False
2025-06-01,204.72,60.94,3.0,37.51333333333333,1.6666666666666667,6.0,6,2,2025,29,56.7,329.91,0.0,220.36,64.87,128.87,176.3987916625281,101.16166666666668,140.86300499658037,167.95083333333335,280.7327380739823,329.91,329.91,True,False,False,False,False,False,True,False,False
2025-07-01,138.21,54.93,1.0,46.07,0.0,3.0,7,3,2025,30,204.72,56.7,329.91,0.0,20.12,197.11,136.76388448709696,98.555,138.33817141338815,179.60500000000002,278.9617195471939,329.91,329.91,True,False,False,False,False,False,True,False,False
2025-08-01,338.72,117.75,1.0,79.7,15.0,5.0,8,3,2025,31,138.21,204.72,56.7,0.0,0.0,133.21,74.13656385347245,121.59000000000002,129.89458187314807,189.44583333333335,274.87716719417966,204.72,329.91,True,False,False,False,False,False,True,False,False
2025-09-01,231.54,81.44,2.0,46.465,5.0,6.0,9,3,2025,32,338.72,138.21,204.72,0.0,375.0,227.2166666666667,102.13050491079214,178.04333333333338,139.71574552163634,217.6725,271.01897686408336,338.72,338.72,True,False,False,False,False,False,True,False,False
2025-10-01,0.0,0.0,0.0,55.31999999999999,0.0,0.0,10,4,2025,33,231.54,338.72,138.21,329.91,948.45,236.15666666666667,100.33469107608464,216.63333333333335,109.38901584101873,205.7175,266.5758369028494,338.72,338.72,True,False,False,False,False,False,True,False,False
2025-11-01,200.61,68.72,2.0,39.38,5.0,5.0,11,4,2025,34,0.0,231.54,338.72,56.7,0.0,190.08666666666667,173.1230595077771,161.64833333333334,123.11627064148199,126.68,133.95876278643635,338.72,338.72,True,False,False,False,False,False,True,False,False
2025-12-01,121.12,43.67,1.0,30.28,0.0,4.0,12,4,2025,35,200.61,0.0,231.54,204.72,220.36,144.04999999999998,125.70587933744386,185.63333333333335,112.10732173532041,143.3975,129.14353403903314,231.54,338.72,True,False,False,False,False,False,True,False,False
2024-01-01,774.4200000000001,252.87,5.0,52.364,14.0,18.0,1,1,2024,12,543.84,41.11,129.12,648.47,214.4,238.02333333333328,268.47591183071415,550.5083333333333,413.5826748507082,381.30333333333334,337.0487077380342,543.84,1137.86,True,False,False,False,False,False,False,True,False
2024-02-01,285.84000000000003,111.97,2.0,33.49,2.5,10.0,2,1,2024,13,774.4200000000001,543.84,41.11,1137.86,253.97,453.1233333333333,374.97736496131785,571.5,422.64623282362277,427.97166666666675,350.3464436248869,774.4200000000001,1137.86,True,False,False,False,False,False,False,True,False
2024-03-01,152.19,63.6,1.0,32.04,5.0,5.0,3,1,2024,14,285.84000000000003,774.4200000000001,543.84,802.65,370.97,534.6999999999999,244.41820472297064,429.49666666666667,326.49578757874764,430.62750000000005,349.0258033473639,774.4200000000001,802.65,True,False,False,False,False,False,False,True,False
2024-04-01,276.13,91.82,3.0,51.71,13.333333333333334,7.0,4,2,2024,15,152.19,285.84000000000003,774.4200000000001,129.12,79.15,404.1499999999999,327.5522634634052,321.08666666666664,282.8910409091577,412.3958333333333,358.0234661546981,774.4200000000001,774.4200000000001,True,False,False,False,False,False,False,True,False
2024-05-01,764.8299999999999,301.82,4.0,47.78,11.25,17.0,5,2,2024,16,276.13,152.19,285.84000000000003,41.11,134.2,238.05333333333328,74.51815237466221,345.58833333333337,268.96267989568133,428.8108333333334,345.6576065588167,285.84000000000003,774.4200000000001,True,False,False,False,False,False,False,True,False
2024-06-01,880.2199999999999,347.21000000000004,8.0,48.58625,6.25,18.0,6,2,2024,17,764.8299999999999,276.13,152.19,543.84,219.9,397.7166666666665,323.91268967629736,466.2083333333333,267.382134438086,481.3633333333334,344.7321944596555,764.8299999999999,774.4200000000001,True,False,False,False,False,False,False,True,False
2024-07-01,298.57,97.45,3.0,46.32666666666668,11.666666666666666,8.0,7,3,2024,18,880.2199999999999,764.8299999999999,276.13,774.4200000000001,648.47,640.3933333333332,320.6938493849442,522.2716666666666,317.4858829879947,536.39,351.8304734075515,880.2199999999999,880.2199999999999,True,False,False,False,False,False,False,True,False
2024-08-01,565.81,234.65,4.0,58.8175,5.0,10.0,8,3,2024,19,298.57,880.2199999999999,764.8299999999999,285.84000000000003,1137.86,647.8733333333332,307.958320285933,442.9633333333333,300.9023804270526,507.2316666666666,356.1697025763608,880.2199999999999,880.2199999999999,True,False,False,False,False,False,False,True,False
2024-09-01,445.46,176.17,4.0,21.965,7.5,20.0,9,3,2024,20,565.81,298.57,880.2199999999999,152.19,802.65,581.5333333333332,291.14360379945373,489.625,293.2749247890109,459.5608333333333,297.54979010268437,880.2199999999999,880.2199999999999,True,False,False,False,False,False,False,True,False
2024-10-01,401.74,133.93,5.0,39.966,11.0,13.0,10,4,2024,21,445.46,565.81,298.57,276.13,129.12,436.61333333333323,133.83946366200558,538.5033333333332,246.49727249336183,429.795,277.2841097469919,565.81,880.2199999999999,True,False,False,False,False,False,False,True,False
2024-11-01,428.75,147.23000000000002,4.0,39.3725,11.25,13.0,11,4,2024,22,401.74,445.46,565.81,764.8299999999999,41.11,471.0033333333333,84.96521425461899,559.4383333333334,224.07111580180668,452.5133333333334,261.10593601877844,565.81,880.2199999999999,True,False,False,False,False,False,False,True,False
2024-12-01,929.74,388.05,5.0,39.998000000000005,5.0,24.0,12,4,2024,23,428.75,401.74,445.46,880.2199999999999,543.84,425.3166666666666,22.06128811591283,503.425,203.52300476850286,484.81666666666666,227.3822047220108,445.46,880.2199999999999,True,False,False,False,False,False,False,True,False
2025-01-01,203.63,83.05,2.0,22.045,2.5,9.0,1,1,2025,24,929.74,428.75,401.74,298.57,774.4200000000001,586.7433333333332,297.3506684595367,511.6783333333333,222.02223739226372,516.975,261.25439623965275,929.74,929.74,True,False,False,False,False,False,False,True,False
2025-02-01,320.74,119.42,3.0,49.81999999999999,10.0,7.0,2,1,2025,25,203.63,929.74,428.75,565.81,285.84000000000003,520.7066666666666,371.6866347251853,495.855,242.67085368869505,469.40916666666664,262.0807498899505,929.74,929.74,True,False,False,False,False,False,False,True,False
2025-03-01,860.0699999999999,351.64,5.0,41.488,3.0,19.0,3,1,2025,26,320.74,203.63,929.74,445.46,152.19,484.7033333333332,389.8357526360728,455.01,249.08126914724053,472.31749999999994,260.04420872840416,929.74,929.74,True,False,False,False,False,False,False,True,False
2025-04-01,77.03,24.24,1.0,90.62,15.0,1.0,4,2,2025,27,860.0699999999999,320.74,203.63,401.74,276.13,461.47999999999985,350.12023520499355,524.1116666666667,298.50948135137463,531.3075,261.1104676055363,860.0699999999999,929.74,True,False,False,False,False,False,False,True,False
2025-05-01,806.47,325.84,6.0,46.75333333333333,10.0,19.0,5,2,2025,28,77.03,860.0699999999999,320.74,428.75,764.8299999999999,419.2799999999999,400.7125018014786,469.99333333333334,350.1068351613072,514.7158333333333,284.1117784015917,860.0699999999999,929.74,True,False,False,False,False,False,False,True,False
2025-06-01,492.35,210.17,2.0,68.045,10.0,8.0,6,2,2025,29,806.47,77.03,860.0699999999999,929.74,880.2199999999999,581.1899999999999,437.4371031359823,532.9466666666666,374.3289413693078,518.1858333333333,287.6761808782524,860.0699999999999,929.74,True,False,False,False,False,False,False,True,False
2025-07-01,655.53,255.49,3.0,56.56333333333333,6.666666666666667,15.0,7,3,2025,30,492.35,806.47,77.03,203.63,298.57,458.6166666666666,365.88814101215877,460.04833333333335,320.2901558535115,485.8633333333333,264.12725236602193,806.47,860.0699999999999,True,False,False,False,False,False,False,True,False
2025-08-01,53.12,11.02,2.0,28.505,7.5,2.0,8,3,2025,31,655.53,492.35,806.47,320.74,565.81,651.4499999999999,157.0997402925927,535.365,300.4516727695155,515.61,261.20087616447785,806.47,860.0699999999999,True,False,False,False,False,False,False,True,False
2025-09-01,152.25,42.64,3.0,22.636666666666667,16.666666666666668,10.0,9,3,2025,32,53.12,655.53,492.35,860.0699999999999,445.46,400.33333333333326,311.5682144143291,490.7616666666666,353.81227895123527,472.8858333333333,292.3194986019215,655.53,860.0699999999999,True,False,False,False,False,False,False,True,False
2025-10-01,2662.89,1208.73,7.0,68.74857142857142,3.571428571428572,41.0,10,4,2025,33,152.25,53.12,655.53,77.03,401.74,286.9666666666666,323.01066117596383,372.7916666666667,322.68114964569406,448.45166666666665,306.71994943072724,655.53,806.47,True,False,False,False,False,False,False,True,False
2025-11-01,0.0,0.0,0.0,55.31999999999999,0.0,0.0,11,4,2025,34,2662.89,152.25,53.12,806.47,428.75,956.0866666666666,1478.9658221991924,803.7683333333333,955.3267201626188,636.8808333333333,707.7709531461603,2662.89,2662.89,True,False,False,False,False,False,False,True,False
2025-12-01,1061.12,451.64,5.0,55.752,7.0,18.0,12,4,2025,35,0.0,2662.89,152.25,492.35,929.74,938.38,1495.4083290860726,669.3566666666667,1010.0379170242405,601.1516666666666,729.7145653153246,2662.89,2662.89,True,False,False,False,False,False,False,True,False
2024-01-01,88.36,15.03,2.0,16.915,10.0,7.0,1,1,2024,12,0.0,379.85,779.58,142.12,264.48,386.47666666666674,389.83224421965554,353.5583333333334,372.63391227405305,368.35999999999996,444.6507294904211,779.58,819.8,True,False,False,False,False,False,False,False,True
