month,total_sales,total_profit,order_count,avg_unit_price,avg_discount,total_quantity,month_num,quarter,year,time_idx,lag_1,lag_2,lag_3,lag_6,lag_12,roll_mean_3,roll_std_3,roll_mean_6,roll_std_6,roll_mean_12,roll_std_12,roll_max_3,roll_max_6,cat_Clothing & Accessories,cat_Furniture,cat_Office Supplies,cat_Technology,reg_Asia Pacific,reg_Europe,reg_Middle East & Africa,reg_North America,reg_South America
2025-01-01,53.14,11.55,1,31.26,15.0,2,1,1,2025,25,343.63,692.06,447.44,123.84,,494.37666666666655,178.89425433292385,386.85999999999996,185.33774046318737,708.0241666666666,439.2963380320092,692.06,692.06,True,False,False,False,True,False,False,False,False
2025-02-01,423.92,139.23000000000002,4,42.715,6.25,11,2,1,2025,26,53.14,343.63,692.06,324.59000000000003,982.98,362.9433333333332,319.89755427844847,375.07666666666665,206.44942554210817,617.6316666666667,454.159300723142,692.06,692.06,True,False,False,False,True,False,False,False,False
2025-03-01,61.85,19.77,1,61.85,0.0,1,3,1,2025,27,423.92,53.14,343.63,389.6,1226.29,273.5633333333333,195.06782264979762,391.63166666666666,205.5719757570727,571.0433333333334,441.7801290097584,423.92,692.06,True,False,False,False,True,False,False,False,False
2025-04-01,1643.43,757.84,4,60.93,2.5,16,4,2,2025,28,61.85,423.92,53.14,447.44,1178.47,179.63666666666657,211.6003928005166,337.00666666666666,245.82419015765402,474.00666666666666,411.62679330881383,423.92,692.06,True,False,False,False,True,False,False,False,False
2025-05-01,147.53,49.18,1,40.98,10.0,4,5,2,2025,29,1643.43,61.85,423.92,692.06,1351.38,709.7333333333332,828.6228154192551,536.3383333333333,593.0084969177647,512.7533333333334,496.9973002548465,1643.43,1643.43,True,False,False,False,True,False,False,False,False
2025-06-01,96.82,27.69,1,17.93,10.0,6,6,2,2025,30,147.53,1643.43,61.85,343.63,298.16,617.6033333333332,889.42426778975,445.5833333333333,605.9371666325367,412.43250000000006,429.20557090184855,1643.43,1643.43,True,False,False,False,True,False,False,False,False
2025-07-01,732.12,240.58,6,58.60833333333334,10.833333333333334,16,7,3,2025,31,96.82,147.53,1643.43,53.14,123.84,629.2599999999999,878.6628862652614,404.4483333333333,622.3966742654289,395.6541666666667,437.9255373910528,1643.43,1643.43,True,False,False,False,True,False,False,False,False
2025-08-01,126.22,44.14,1,35.06,10.0,4,8,3,2025,32,732.12,96.82,147.53,423.92,324.59000000000003,325.48999999999995,353.0635122750578,517.6116666666667,607.2896568661997,446.3441666666667,438.80614293906655,732.12,1643.43,True,False,False,False,True,False,False,False,False
2025-09-01,123.14,31.950000000000003,2,61.585,15.0,3,9,3,2025,33,126.22,732.12,96.82,61.85,389.6,318.3866666666666,358.6049962470311,467.99499999999995,628.2741540681105,429.81333333333333,447.4610521869388,732.12,1643.43,True,False,False,False,True,False,False,False,False
2025-10-01,426.56,159.65000000000003,3,35.663333333333334,5.0,12,10,4,2025,34,123.14,126.22,732.12,1643.43,447.44,327.1599999999999,350.70902868332297,478.21000000000004,620.803865323018,407.60833333333335,456.16484284906824,732.12,1643.43,True,False,False,False,True,False,False,False,False
2025-11-01,1062.21,473.89,3,81.93,5.0,11,11,4,2025,35,426.56,123.14,126.22,147.53,692.06,225.30666666666662,174.29730271387814,275.39833333333337,254.99875971593752,405.86833333333334,456.0389013676421,426.56,732.12,True,False,False,False,True,False,False,False,False
2025-12-01,778.83,295.37,3,47.59666666666666,6.666666666666667,19,12,4,2025,36,1062.21,426.56,123.14,96.82,343.63,537.3033333333333,479.2297785335685,427.845,397.09047038426877,436.71416666666664,488.5179259102024,1062.21,1062.21,True,False,False,False,True,False,False,False,False
2023-04-01,173.2,69.84,1,45.58,5.0,4,4,2,2023,4,514.15,356.3,26.5,,,298.98333333333335,248.82630655405657,298.98333333333335,248.82630655405657,298.98333333333335,248.82630655405657,514.15,514.15,True,False,False,False,False,True,False,False,False
2023-05-01,275.25,93.48,3,46.17333333333334,8.333333333333334,7,5,2,2023,5,173.2,514.15,356.3,,,347.88333333333327,170.63075875507712,267.53749999999997,212.67749205075745,267.53749999999997,212.67749205075745,514.15,514.15,True,False,False,False,False,True,False,False,False
2023-06-01,175.88,52.120000000000005,2,37.58,10.0,5,6,2,2023,6,275.25,173.2,514.15,,,320.8666666666666,174.99253079298364,269.08,184.21640331414574,269.08,184.21640331414574,514.15,514.15,True,False,False,False,False,True,False,False,False
2023-07-01,592.16,204.75,4,30.6925,10.0,21,7,3,2023,7,175.88,275.25,173.2,26.5,,208.10999999999999,58.16038428346205,253.54666666666665,169.10426744073217,253.54666666666665,169.10426744073217,275.25,514.15,True,False,False,False,False,True,False,False,False
2023-08-01,656.26,231.16,3,53.53333333333333,11.666666666666666,15,8,3,2023,8,592.16,175.88,275.25,356.3,,347.76333333333326,217.40721522832064,347.82333333333327,174.79217816214393,301.91999999999996,200.52447905430398,592.16,592.16,True,False,False,False,False,True,False,False,False
2023-09-01,171.97,48.3,2,28.685,12.5,6,9,3,2023,9,656.26,592.16,175.88,514.15,,474.7666666666666,260.82011451062084,397.8166666666666,215.79010678589196,346.2125,223.96512207739588,656.26,656.26,True,False,False,False,False,True,False,False,False
2023-10-01,963.32,328.21,5,55.446000000000005,10.0,19,10,4,2023,10,171.97,656.26,592.16,173.2,,473.4633333333332,263.06059194287036,340.78666666666663,223.95785225498716,326.85222222222217,217.40218977610238,656.26,656.26,True,False,False,False,False,True,False,False,False
2023-11-01,14.93,-1.44,1,15.72,5.0,1,11,4,2023,11,963.32,171.97,656.26,275.25,,597.1833333333333,398.96897753250613,472.4733333333333,318.1822713896339,390.49899999999997,287.2652289532368,963.32,963.32,True,False,False,False,False,True,False,False,False
2023-12-01,110.59,31.11,1,43.37,15.0,3,12,4,2023,12,14.93,963.32,171.97,175.88,,383.4066666666666,508.32076097021,429.08666666666664,364.7887692167436,356.35636363636365,295.1137007755732,963.32,963.32,True,False,False,False,False,True,False,False,False
2024-01-01,340.49,108.97,3,49.15333333333333,10.0,8,1,1,2024,13,110.59,14.93,963.32,592.16,26.5,362.94666666666666,522.1339037386228,418.2049999999999,374.69194743148665,335.87583333333333,290.1862480125584,963.32,963.32,True,False,False,False,False,True,False,False,False
2024-02-01,652.8,263.5,4,50.8025,5.0,14,2,1,2024,14,340.49,110.59,14.93,656.26,356.3,155.3366666666666,167.32909649350682,376.26,365.2925562887916,362.0416666666667,273.4261938251289,340.49,963.32,True,False,False,False,False,True,False,False,False
2024-03-01,19.9,-0.53,1,24.87,20.0,1,3,1,2024,15,652.8,340.49,110.59,171.97,514.15,367.95999999999987,272.1467833725028,375.68333333333334,364.7644814762899,386.75,285.9691876281906,652.8,963.32,True,False,False,False,False,True,False,False,False
2024-04-01,410.69,107.49,4,35.57,17.5,14,4,2,2024,16,19.9,652.8,340.49,963.32,173.2,337.72999999999985,316.4590268897381,350.33833333333337,386.3920492668899,345.5625,301.14227679786177,652.8,963.32,True,False,False,False,False,True,False,False,False
2024-05-01,572.41,218.69,4,55.665,7.5,10,5,2,2024,17,410.69,19.9,652.8,14.93,275.25,361.1299999999999,319.34737778788786,258.2333333333333,254.3579731533232,365.3533333333333,296.5538452513023,652.8,652.8,True,False,False,False,False,True,False,False,False
2024-06-01,54.94,8.83,1,22.89,20.0,3,6,2,2024,18,572.41,410.69,19.9,110.59,175.88,334.3333333333332,284.0591143289251,351.1466666666666,249.4806739342081,390.1166666666666,300.72355092142,572.41,652.8,True,False,False,False,False,True,False,False,False
2024-07-01,817.21,302.52,5,51.078,12.0,22,7,3,2024,19,54.94,572.41,410.69,340.49,592.16,346.01333333333315,264.72835819634685,341.8716666666666,260.9818994042818,380.03833333333324,310.4261542646095,572.41,652.8,True,False,False,False,False,True,False,False,False
2024-08-01,354.18,114.87,4,27.957500000000003,8.75,14,8,3,2024,20,817.21,54.94,572.41,652.8,656.26,481.5199999999998,389.17814982344527,421.325,325.1539291320343,398.7925,330.5520464073561,817.21,817.21,True,False,False,False,False,True,False,False,False
2024-09-01,234.22,71.96,3,36.66666666666666,8.333333333333334,6,9,3,2024,21,354.18,817.21,54.94,19.9,171.97,408.7766666666666,384.05661722372827,371.5549999999999,304.8576212430977,373.6191666666666,320.5120349877204,817.21,817.21,True,False,False,False,False,True,False,False,False
2024-10-01,1557.95,646.53,6,53.29166666666666,5.833333333333333,38,10,4,2024,22,234.22,354.18,817.21,410.69,963.32,468.5366666666666,307.85941667152775,407.2749999999999,265.4185370127716,378.8066666666667,317.44067873407704,817.21,817.21,True,False,False,False,False,True,False,False,False
2024-11-01,1602.1799999999998,656.6700000000001,6,54.54166666666666,8.333333333333334,32,11,4,2024,23,1557.95,234.22,354.18,572.41,14.93,715.4499999999998,732.0876231025902,598.485,539.7978710128449,428.3591666666666,439.8049350969201,1557.95,1557.95,True,False,False,False,False,True,False,False,False
2024-12-01,599.81,213.13,4,43.425,6.25,18,12,4,2024,24,1602.1799999999998,1557.95,234.22,54.94,110.59,1131.4499999999998,777.3386185569323,770.1133333333333,676.2979737265716,560.63,532.9759488859784,1602.1799999999998,1602.1799999999998,True,False,False,False,False,True,False,False,False
2025-01-01,911.18,383.68,2,69.66499999999999,7.5,15,1,1,2025,25,599.81,1602.1799999999998,1557.95,817.21,340.49,1253.3133333333333,566.3824045936926,860.9250000000001,592.4431655694915,601.3983333333333,513.7873074060074,1602.1799999999998,1602.1799999999998,True,False,False,False,False,True,False,False,False
2025-02-01,485.12,169.5,3,41.53,8.333333333333334,14,2,1,2025,26,911.18,599.81,1602.1799999999998,354.18,652.8,1037.7233333333331,513.0266227334926,876.5866666666667,592.2984651564333,648.9558333333333,513.8537378292198,1602.1799999999998,1602.1799999999998,True,False,False,False,False,True,False,False,False
2025-03-01,132.02,40.31,2,44.74,7.5,3,3,1,2025,27,485.12,911.18,599.81,234.22,19.9,665.3699999999998,220.46624707650858,898.41,571.2385206899128,634.9825,516.0150329756083,911.18,1602.1799999999998,True,False,False,False,False,True,False,False,False
2025-08-01,1554.44,597.2,7,40.701428571428565,9.285714285714286,40,8,3,2025,32,1383.95,423.14,598.63,485.12,354.18,801.9066666666664,511.64442382706903,655.6733333333333,437.3322549122884,758.2991666666667,507.9036028879053,1383.95,1383.95,True,False,False,False,False,True,False,False,False
2025-09-01,429.03,147.23000000000002,3,57.57,15.0,10,9,3,2025,33,1554.44,1383.95,423.14,132.02,234.22,1120.51,609.9265510698808,762.8833333333332,570.9345786923986,819.735,557.8126248530544,1554.44,1554.44,True,False,False,False,False,True,False,False,False
2025-10-01,599.0699999999999,231.39,3,60.49333333333334,10.0,10,10,4,2025,34,429.03,1554.44,1383.95,,1557.95,1122.4733333333331,606.5595209320626,753.535,576.8210635110338,825.9725,552.5269414266355,1554.44,1554.44,True,False,False,False,False,True,False,False,False
2023-04-01,40.72,7.15,1,42.86,5.0,1,4,2,2023,4,394.05,582.24,185.18,,,387.1566666666667,198.61973575990208,387.1566666666667,198.61973575990208,387.1566666666667,198.61973575990208,582.24,582.24,True,False,False,False,False,False,True,False,False
2025-07-01,138.21,54.93,1,46.07,0.0,3,7,3,2025,31,204.72,56.7,329.91,,20.12,197.11,136.76388448709682,355.85666666666674,310.7741640913328,345.285,265.4901273459746,329.91,948.45,True,False,False,False,False,False,True,False,False
2025-08-01,338.72,117.75,1,79.7,15.0,5,8,3,2025,32,138.21,204.72,56.7,,,133.21,74.13656385347207,316.3916666666667,322.66440531404555,324.9041666666667,271.66569112717576,204.72,948.45,True,False,False,False,False,False,True,False,False
2025-09-01,231.54,81.44,2,46.465,5.0,6,9,3,2025,33,338.72,138.21,204.72,,375.0,227.2166666666667,102.13050491079196,214.77,109.17933064458673,313.57166666666666,267.6552579118871,338.72,338.72,True,False,False,False,False,False,True,False,False
2023-04-01,79.15,15.28,1,37.69,30.0,3,4,2,2023,4,370.97,253.97,214.4,,,279.78000000000003,81.41350195145766,279.78000000000003,81.41350195145766,279.78000000000003,81.41350195145766,370.97,370.97,True,False,False,False,False,False,False,True,False
2023-05-01,134.2,49.9,1,26.84,0.0,5,5,2,2023,5,79.15,370.97,253.97,,,234.6966666666667,146.86158154307523,229.6225,120.34064743468852,229.6225,120.34064743468852,370.97,370.97,True,False,False,False,False,False,False,True,False
2023-06-01,219.9,78.78999999999999,2,33.89,5.0,7,6,2,2023,6,134.2,79.15,370.97,,,194.77333333333334,155.05345734079373,210.538,112.616580795192,210.538,112.616580795192,370.97,370.97,True,False,False,False,False,False,False,True,False
2023-07-01,648.47,251.13,5,42.27,7.0,19,7,3,2023,7,219.9,134.2,79.15,214.4,,144.41666666666666,70.92901968400056,212.09833333333336,100.79981774123736,212.09833333333336,100.79981774123736,219.9,370.97,True,False,False,False,False,False,False,True,False
2023-08-01,1137.86,462.3200000000001,7,46.705714285714286,10.0,21,8,3,2023,8,648.47,219.9,134.2,253.97,,334.19,275.5268794509894,284.4433333333333,204.84880079382125,274.4371428571429,188.86518893241336,648.47,648.47,True,False,False,False,False,False,False,True,False
2023-09-01,802.65,265.04,5,66.298,13.0,11,9,3,2023,9,1137.86,648.47,219.9,370.97,,668.7433333333333,459.3156827644069,431.7583333333334,401.74526344023855,382.365,351.7978333808049,1137.86,1137.86,True,False,False,False,False,False,False,True,False
2023-10-01,129.12,46.9,1,33.98,5.0,4,10,4,2023,10,802.65,1137.86,648.47,79.15,,862.9933333333332,250.21317198207865,503.705,426.5685767493897,429.06333333333333,357.65641354517885,1137.86,1137.86,True,False,False,False,False,False,False,True,False
2023-11-01,41.11,12.63,1,45.68,10.0,1,11,4,2023,11,129.12,802.65,1137.86,134.2,,689.8766666666667,513.7387131931303,512.0333333333333,417.0022927355036,399.069,350.28786322268013,1137.86,1137.86,True,False,False,False,False,False,False,True,False
2023-12-01,543.84,181.18,4,31.445,12.5,20,12,4,2023,12,41.11,129.12,802.65,219.9,,324.29333333333324,416.5996464632842,496.5183333333334,435.20593458346434,366.52727272727276,349.39953142758816,802.65,1137.86,True,False,False,False,False,False,False,True,False
2024-01-01,774.4200000000001,252.87,5,52.364,14.0,18,1,1,2024,13,543.84,41.11,129.12,648.47,214.4,238.02333333333328,268.47591183071415,550.5083333333333,413.5826748507082,381.30333333333334,337.0487077380342,543.84,1137.86,True,False,False,False,False,False,False,True,False
2024-02-01,285.84000000000003,111.97,2,33.49,2.5,10,2,1,2024,14,774.4200000000001,543.84,41.11,1137.86,253.97,453.1233333333333,374.97736496131785,571.5,422.64623282362277,427.97166666666675,350.3464436248869,774.4200000000001,1137.86,True,False,False,False,False,False,False,True,False
2024-03-01,152.19,63.6,1,32.04,5.0,5,3,1,2024,15,285.84000000000003,774.4200000000001,543.84,802.65,370.97,534.6999999999999,244.41820472297064,429.49666666666667,326.49578757874764,430.62750000000005,349.0258033473639,774.4200000000001,802.65,True,False,False,False,False,False,False,True,False
2024-04-01,276.13,91.82,3,51.71,13.333333333333334,7,4,2,2024,16,152.19,285.84000000000003,774.4200000000001,129.12,79.15,404.1499999999999,327.5522634634052,321.08666666666664,282.8910409091577,412.3958333333333,358.0234661546981,774.4200000000001,774.4200000000001,True,False,False,False,False,False,False,True,False
2024-05-01,764.8299999999999,301.82,4,47.78,11.25,17,5,2,2024,17,276.13,152.19,285.84000000000003,41.11,134.2,238.05333333333328,74.51815237466221,345.58833333333337,268.96267989568133,428.8108333333334,345.6576065588167,285.84000000000003,774.4200000000001,True,False,False,False,False,False,False,True,False
2024-06-01,880.2199999999999,347.21000000000004,8,48.58625,6.25,18,6,2,2024,18,764.8299999999999,276.13,152.19,543.84,219.9,397.7166666666665,323.91268967629736,466.2083333333333,267.382134438086,481.3633333333334,344.7321944596555,764.8299999999999,774.4200000000001,True,False,False,False,False,False,False,True,False
2024-07-01,298.57,97.45,3,46.32666666666668,11.666666666666666,8,7,3,2024,19,880.2199999999999,764.8299999999999,276.13,774.4200000000001,648.47,640.3933333333332,320.6938493849442,522.2716666666666,317.4858829879947,536.39,351.8304734075515,880.2199999999999,880.2199999999999,True,False,False,False,False,False,False,True,False
2024-08-01,565.81,234.65,4,58.8175,5.0,10,8,3,2024,20,298.57,880.2199999999999,764.8299999999999,285.84000000000003,1137.86,647.8733333333332,307.958320285933,442.9633333333333,300.9023804270526,507.2316666666666,356.1697025763608,880.2199999999999,880.2199999999999,True,False,False,False,False,False,False,True,False
2024-09-01,445.46,176.17,4,21.965,7.5,20,9,3,2024,21,565.81,298.57,880.2199999999999,152.19,802.65,581.5333333333332,291.14360379945373,489.625,293.2749247890109,459.5608333333333,297.54979010268437,880.2199999999999,880.2199999999999,True,False,False,False,False,False,False,True,False
2024-10-01,401.74,133.93,5,39.966,11.0,13,10,4,2024,22,445.46,565.81,298.57,276.13,129.12,436.61333333333323,133.83946366200558,538.5033333333332,246.49727249336183,429.795,277.2841097469919,565.81,880.2199999999999,True,False,False,False,False,False,False,True,False
2024-11-01,428.75,147.23000000000002,4,39.3725,11.25,13,11,4,2024,23,401.74,445.46,565.81,764.8299999999999,41.11,471.0033333333333,84.96521425461899,559.4383333333334,224.07111580180668,452.5133333333334,261.10593601877844,565.81,880.2199999999999,True,False,False,False,False,False,False,True,False
2024-12-01,929.74,388.05,5,39.998000000000005,5.0,24,12,4,2024,24,428.75,401.74,445.46,880.2199999999999,543.84,425.3166666666666,22.06128811591283,503.425,203.52300476850286,484.81666666666666,227.3822047220108,445.46,880.2199999999999,True,False,False,False,False,False,False,True,False
2025-01-01,203.63,83.05,2,22.045,2.5,9,1,1,2025,25,929.74,428.75,401.74,298.57,774.4200000000001,586.7433333333332,297.3506684595367,511.6783333333333,222.02223739226372,516.975,261.25439623965275,929.74,929.74,True,False,False,False,False,False,False,True,False
2025-02-01,320.74,119.42,3,49.81999999999999,10.0,7,2,1,2025,26,203.63,929.74,428.75,565.81,285.84000000000003,520.7066666666666,371.6866347251853,495.855,242.67085368869505,469.40916666666664,262.0807498899505,929.74,929.74,True,False,False,False,False,False,False,True,False
2025-03-01,860.0699999999999,351.64,5,41.488,3.0,19,3,1,2025,27,320.74,203.63,929.74,445.46,152.19,484.7033333333332,389.8357526360728,455.01,249.08126914724053,472.31749999999994,260.04420872840416,929.74,929.74,True,False,False,False,False,False,False,True,False
2025-04-01,77.03,24.24,1,90.62,15.0,1,4,2,2025,28,860.0699999999999,320.74,203.63,401.74,276.13,461.47999999999985,350.12023520499355,524.1116666666667,298.50948135137463,531.3075,261.1104676055363,860.0699999999999,929.74,True,False,False,False,False,False,False,True,False
2025-05-01,806.47,325.84,6,46.75333333333333,10.0,19,5,2,2025,29,77.03,860.0699999999999,320.74,428.75,764.8299999999999,419.2799999999999,400.7125018014786,469.99333333333334,350.1068351613072,514.7158333333333,284.1117784015917,860.0699999999999,929.74,True,False,False,False,False,False,False,True,False
2025-06-01,492.35,210.17,2,68.045,10.0,8,6,2,2025,30,806.47,77.03,860.0699999999999,929.74,880.2199999999999,581.1899999999999,437.4371031359823,532.9466666666666,374.3289413693078,518.1858333333333,287.6761808782524,860.0699999999999,929.74,True,False,False,False,False,False,False,True,False
2025-07-01,655.53,255.49,3,56.56333333333333,6.666666666666667,15,7,3,2025,31,492.35,806.47,77.03,203.63,298.57,458.6166666666666,365.88814101215877,460.04833333333335,320.2901558535115,485.8633333333333,264.12725236602193,806.47,860.0699999999999,True,False,False,False,False,False,False,True,False
2025-08-01,53.12,11.02,2,28.505,7.5,2,8,3,2025,32,655.53,492.35,806.47,320.74,565.81,651.4499999999999,157.0997402925927,535.365,300.4516727695155,515.61,261.20087616447785,806.47,860.0699999999999,True,False,False,False,False,False,False,True,False
2025-09-01,152.25,42.64,3,22.636666666666667,16.666666666666668,10,9,3,2025,33,53.12,655.53,492.35,860.0699999999999,445.46,400.33333333333326,311.5682144143291,490.7616666666666,353.81227895123527,472.8858333333333,292.3194986019215,655.53,860.0699999999999,True,False,False,False,False,False,False,True,False
2025-10-01,2662.89,1208.73,7,68.74857142857142,3.571428571428572,41,10,4,2025,34,152.25,53.12,655.53,77.03,401.74,286.9666666666666,323.01066117596383,372.7916666666667,322.68114964569406,448.45166666666665,306.71994943072724,655.53,806.47,True,False,False,False,False,False,False,True,False
2023-08-01,819.8,329.96000000000004,4,80.30000000000001,10.0,10,8,3,2023,8,142.12,63.27,227.06,1468.85,,144.15,81.91386756831793,406.84833333333336,526.4730993855874,406.84833333333336,526.4730993855874,227.06,1468.85,True,False,False,False,False,False,False,False,True
2024-06-01,38.26,3.38,1,47.83,20.0,1,6,2,2024,18,479.7,370.36,92.86,,63.27,314.3066666666667,199.4186012721313,365.11833333333334,259.18013183241237,432.26000000000005,412.82849025186755,479.7,779.58,True,False,False,False,False,False,False,False,True
2023-04-01,616.41,191.95,3,97.12666666666668,6.666666666666667,7,4,2,2023,4,4841.03,377.48,3242.82,,,2820.443333333333,2261.5528264962845,2820.443333333333,2261.5528264962845,2820.443333333333,2261.5528264962845,4841.03,4841.03,False,True,False,False,True,False,False,False,False
2023-05-01,1749.7800000000002,552.35,3,99.4,15.0,19,5,2,2023,5,616.41,4841.03,377.48,,,1944.9733333333334,2510.9022379681237,2269.435,2150.3925668661836,2269.435,2150.3925668661836,4841.03,4841.03,False,True,False,False,True,False,False,False,False
2023-06-01,700.38,206.82,3,214.9,8.333333333333334,4,6,2,2023,6,1749.7800000000002,616.41,4841.03,,,2402.4066666666663,2186.61718429023,2165.504,1876.7390355427683,2165.504,1876.7390355427683,4841.03,4841.03,False,True,False,False,True,False,False,False,False
2023-07-01,4568.56,1648.84,5,188.084,9.0,22,7,3,2023,7,700.38,1749.7800000000002,616.41,3242.82,,1022.19,631.5086272569825,1921.3166666666666,1781.988846369883,1921.3166666666666,1781.988846369883,1749.7800000000002,4841.03,False,True,False,False,True,False,False,False,False
2023-08-01,636.22,157.95,2,97.935,15.0,8,8,3,2023,8,4568.56,700.38,1749.7800000000002,377.48,,2339.5733333333337,2000.3990252280505,2142.273333333333,2041.8626965363433,2299.4942857142855,1909.8075962415442,4568.56,4841.03,False,True,False,False,True,False,False,False,False
2023-09-01,1415.07,474.87,4,179.43,5.0,10,9,3,2023,9,636.22,4568.56,700.38,4841.03,,1968.3866666666665,2252.044659622303,2185.396666666667,1999.4279061638274,2091.585,1863.3633764474696,4568.56,4841.03,False,True,False,False,True,False,False,False,False
2023-10-01,2938.99,929.6,5,145.89,10.0,20,10,4,2023,10,1415.07,636.22,4568.56,616.41,,2206.616666666667,2082.242556243949,1614.4033333333334,1521.405548283122,2016.4166666666667,1757.5437956492008,4568.56,4568.56,False,True,False,False,True,False,False,False,False
2023-11-01,1963.3,476.21,3,174.6233333333333,16.666666666666668,11,11,4,2023,11,2938.99,1415.07,636.22,1749.7800000000002,,1663.4266666666665,1171.301922491948,2001.5,1512.1408915706236,2108.674,1682.5149478893527,2938.99,4568.56,False,True,False,False,True,False,False,False,False
2023-12-01,2927.84,849.18,9,141.38555555555556,7.222222222222222,24,12,4,2023,12,1963.3,2938.99,1415.07,700.38,,2105.7866666666664,771.8872192447119,2037.0866666666664,1507.5376079112148,2095.458181818182,1596.7755419082432,2938.99,4568.56,False,True,False,False,True,False,False,False,False
2024-01-01,204.53,29.95,2,113.645,15.0,3,1,1,2024,13,2927.84,1963.3,2938.99,4568.56,3242.82,2610.0433333333335,560.123901501565,2408.33,1381.526352206139,2164.8233333333333,1541.3112042751918,2938.99,4568.56,False,True,False,False,True,False,False,False,False
2024-02-01,2341.66,654.84,2,246.155,17.5,8,2,1,2024,14,204.53,2927.84,1963.3,636.22,377.48,1698.5566666666666,1380.8226220023093,1680.9916666666666,1145.3462174804033,1911.6325,1596.685443918261,2927.84,2938.99,False,True,False,False,True,False,False,False,False
2024-03-01,131.08,26.06,1,36.41,10.0,4,3,1,2024,15,2341.66,204.53,2927.84,1415.07,4841.03,1824.676666666667,1433.3730024781871,1965.2316666666666,1041.0831220496598,2075.3141666666666,1524.146496671965,2927.84,2938.99,False,True,False,False,True,False,False,False,False
